dup1	dup2	Ka	Ks	Ka_Ks	type	peak	peak_name
Zm00001eb020770	Zm00001eb327730	NA	NA	NA	DD	NA	NA
Zm00001eb040320	Zm00001eb327750	2.00016	2.14267	0.933492	DD	NA	NA
Zm00001eb291680	Zm00001eb327750	1.85338	1.83057	1.01246	DD	NA	NA
Zm00001eb164400	Zm00001eb327750	1.70539	3.7291	0.45732	DD	NA	NA
Zm00001eb373590	Zm00001eb327750	2.37848	0.846889	2.80849	DD	NA	NA
Zm00001eb040990	Zm00001eb327800	0.021355	0.0364494	0.58588	DD	NA	NA
Zm00001eb218070	Zm00001eb327800	0.00853049	0.0636228	0.134079	DD	NA	NA
Zm00001eb367090	Zm00001eb327800	NA	0.158296	-0	DD	NA	NA
Zm00001eb005860	Zm00001eb327810	1.38087	3.8189	0.361587	DD	NA	NA
Zm00001eb143060	Zm00001eb327840	1.51514	2.50838	0.604031	DD	NA	NA
Zm00001eb150430	Zm00001eb327840	4.53078	4.273	1.06033	DD	NA	NA
Zm00001eb173760	Zm00001eb327840	1.89994	3.47415	0.54688	DD	NA	NA
Zm00001eb310640	Zm00001eb327840	2.20137	3.31207	0.664651	DD	NA	NA
Zm00001eb173560	Zm00001eb327870	NA	NA	NA	DD	NA	NA
Zm00001eb207340	Zm00001eb327980	2.28871	3.11262	0.735298	DD	NA	NA
Zm00001eb238200	Zm00001eb327990	4.86488	2.49687	1.94839	DD	NA	NA
Zm00001eb329980	Zm00001eb328070	5.33679	1.60452	3.32611	DD	NA	NA
Zm00001eb004950	Zm00001eb328080	4.56668	2.08695	2.1882	DD	NA	NA
Zm00001eb372990	Zm00001eb328240	1.56277	4.20656	0.371508	DD	NA	NA
Zm00001eb028080	Zm00001eb328320	1.93724	3.14757	0.61547	DD	NA	NA
Zm00001eb285190	Zm00001eb328390	2.1302	3.93375	0.54152	DD	NA	NA
Zm00001eb345370	Zm00001eb328470	1.45909	3.50918	0.415791	DD	NA	NA
Zm00001eb416960	Zm00001eb328470	1.88011	3.08534	0.609369	DD	NA	NA
Zm00001eb102610	Zm00001eb328480	1.66213	3.28538	0.505917	DD	NA	NA
Zm00001eb318210	Zm00001eb328480	1.76966	2.04457	0.865544	DD	NA	NA
Zm00001eb017860	Zm00001eb328490	3.49874	1.78212	1.96325	DD	NA	NA
Zm00001eb035940	Zm00001eb328550	2.74892	1.30787	2.10183	DD	NA	NA
Zm00001eb287530	Zm00001eb328550	4.95512	1.85051	2.67771	DD	NA	NA
Zm00001eb349910	Zm00001eb328550	4.97858	1.88234	2.64488	DD	NA	NA
Zm00001eb117560	Zm00001eb328570	1.58562	3.96062	0.400346	DD	NA	NA
Zm00001eb162190	Zm00001eb328590	2.96244	4.11789	0.719407	DD	NA	NA
Zm00001eb184060	Zm00001eb328590	2.06963	3.62362	0.571151	DD	NA	NA
Zm00001eb073760	Zm00001eb328610	4.72931	3.25358	1.45357	DD	NA	NA
Zm00001eb428880	Zm00001eb328610	4.73642	1.95087	2.42785	DD	NA	NA
Zm00001eb071750	Zm00001eb328630	5.55148	2.70583	2.05167	DD	NA	NA
Zm00001eb049330	Zm00001eb328750	1.63509	4.88101	0.33499	DD	NA	NA
Zm00001eb064560	Zm00001eb328750	4.94147	4.73759	1.04304	DD	NA	NA
Zm00001eb260930	Zm00001eb328750	2.12295	4.3035	0.493308	DD	NA	NA
Zm00001eb420470	Zm00001eb328850	3.35412	2.38566	1.40595	DD	NA	NA
Zm00001eb109960	Zm00001eb328870	1.39459	3.99677	0.348928	DD	NA	NA
Zm00001eb129900	Zm00001eb328870	1.62883	3.29225	0.494746	DD	NA	NA
Zm00001eb314790	Zm00001eb328900	NA	NA	NA	DD	NA	NA
Zm00001eb090170	Zm00001eb328980	1.60128	3.68939	0.434024	DD	NA	NA
Zm00001eb330720	Zm00001eb329060	5.65208	2.20974	2.5578	DD	NA	NA
Zm00001eb076780	Zm00001eb329120	2.04717	3.70695	0.552251	DD	NA	NA
Zm00001eb269250	Zm00001eb329120	3.58368	1.96566	1.82314	DD	NA	NA
Zm00001eb427000	Zm00001eb329120	4.57652	1.68092	2.72263	DD	NA	NA
Zm00001eb094450	Zm00001eb329310	0.00500024	0.0298346	0.167599	DD	NA	NA
Zm00001eb171280	Zm00001eb329310	NA	NA	NA	DD	NA	NA
Zm00001eb160540	Zm00001eb329310	NA	NA	NA	DD	NA	NA
Zm00001eb302540	Zm00001eb329310	0.00431145	NA	NA	DD	NA	NA
Zm00001eb302530	Zm00001eb329310	0.00924739	NA	NA	DD	NA	NA
Zm00001eb094440	Zm00001eb329320	1.56753	1.77843	0.881414	DD	NA	NA
Zm00001eb094450	Zm00001eb329320	0.00501143	0.0148521	0.337422	DD	NA	NA
Zm00001eb302530	Zm00001eb329320	0.00245925	NA	NA	DD	NA	NA
Zm00001eb094440	Zm00001eb329350	NA	NA	NA	DD	NA	NA
Zm00001eb094450	Zm00001eb329350	0.00500024	0.0298346	0.167599	DD	NA	NA
Zm00001eb171280	Zm00001eb329350	NA	NA	NA	DD	NA	NA
Zm00001eb160540	Zm00001eb329350	NA	NA	NA	DD	NA	NA
Zm00001eb302540	Zm00001eb329350	0.00431145	NA	NA	DD	NA	NA
Zm00001eb205510	Zm00001eb329380	1.91632	4.4055	0.434984	DD	NA	NA
Zm00001eb235360	Zm00001eb329380	1.5238	4.17363	0.365102	DD	NA	NA
Zm00001eb145530	Zm00001eb329490	1.75237	1.18676	1.4766	DD	NA	NA
Zm00001eb366040	Zm00001eb329490	1.95673	1.28146	1.52695	DD	NA	NA
Zm00001eb350830	Zm00001eb329600	NA	NA	NA	DD	NA	NA
Zm00001eb235120	Zm00001eb329640	0.00438113	NA	NA	DD	NA	NA
Zm00001eb315540	Zm00001eb329640	NA	0.00636109	-0	DD	NA	NA
Zm00001eb348920	Zm00001eb329640	0.0109431	0.0254323	0.430281	DD	NA	NA
Zm00001eb028890	Zm00001eb329650	0.0114976	NA	NA	DD	NA	NA
Zm00001eb210040	Zm00001eb329650	0.0114976	NA	NA	DD	NA	NA
Zm00001eb367340	Zm00001eb329650	0.00613261	NA	NA	DD	NA	NA
Zm00001eb399730	Zm00001eb329650	0.0114976	NA	NA	DD	NA	NA
Zm00001eb231180	Zm00001eb329660	1.3849	4.07001	0.34027	DD	NA	NA
Zm00001eb122770	Zm00001eb329670	1.5039	1.16965	1.28577	DD	NA	NA
Zm00001eb222720	Zm00001eb329690	1.81191	3.33175	0.543833	DD	NA	NA
Zm00001eb370420	Zm00001eb329690	2.24682	3.51664	0.638911	DD	NA	NA
Zm00001eb328670	Zm00001eb329700	1.86593	1.9378	0.962907	DD	NA	NA
Zm00001eb011460	Zm00001eb329740	2.44322	4.20262	0.581356	DD	NA	NA
Zm00001eb126050	Zm00001eb329740	2.60542	3.30934	0.787291	DD	NA	NA
Zm00001eb044240	Zm00001eb329750	0.0104925	NA	NA	DD	NA	NA
Zm00001eb051570	Zm00001eb329750	0.026101	NA	NA	DD	NA	NA
Zm00001eb264840	Zm00001eb329770	1.46294	2.0846	0.701786	DD	NA	NA
Zm00001eb063460	Zm00001eb329820	NA	NA	NA	DD	NA	NA
Zm00001eb279170	Zm00001eb329820	0.0467105	NA	NA	DD	NA	NA
Zm00001eb029460	Zm00001eb329850	NA	0.13472	-0	DD	NA	NA
Zm00001eb067110	Zm00001eb329850	NA	0.13472	-0	DD	NA	NA
Zm00001eb092810	Zm00001eb329910	2.04781	5.1163	0.400253	DD	NA	NA
Zm00001eb406520	Zm00001eb329910	2.08102	3.30086	0.630449	DD	NA	NA
Zm00001eb165650	Zm00001eb329940	NA	NA	NA	DD	NA	NA
Zm00001eb246850	Zm00001eb329950	2.27736	4.21208	0.540674	DD	NA	NA
Zm00001eb175460	Zm00001eb330160	1.72326	3.83254	0.44964	DD	NA	NA
Zm00001eb101000	Zm00001eb330180	2.59143	5.16118	0.5021	DD	NA	NA
Zm00001eb265380	Zm00001eb330180	4.80169	1.51777	3.16366	DD	NA	NA
Zm00001eb183430	Zm00001eb330250	NA	NA	NA	DD	NA	NA
Zm00001eb127820	Zm00001eb330310	NA	NA	NA	DD	NA	NA
Zm00001eb105600	Zm00001eb330390	1.87261	3.6166	0.517781	DD	NA	NA
Zm00001eb171160	Zm00001eb330390	1.93402	3.82256	0.505951	DD	NA	NA
Zm00001eb282790	Zm00001eb330480	0.0371058	3.53368	0.0105006	DD	NA	NA
Zm00001eb256250	Zm00001eb330500	1.93611	3.02614	0.639795	DD	NA	NA
Zm00001eb196450	Zm00001eb330600	5.07345	4.2629	1.19014	DD	NA	NA
Zm00001eb324300	Zm00001eb330690	3.07502	2.57009	1.19646	DD	NA	NA
Zm00001eb195450	Zm00001eb330730	3.46654	1.63816	2.11611	DD	NA	NA
Zm00001eb013800	Zm00001eb330760	2.05174	4.50147	0.455795	DD	NA	NA
Zm00001eb286870	Zm00001eb330780	NA	NA	NA	DD	NA	NA
Zm00001eb273740	Zm00001eb330790	3.13073	1.8616	1.68175	DD	NA	NA
Zm00001eb231860	Zm00001eb330800	2.16663	4.56788	0.474318	DD	NA	NA
Zm00001eb165270	Zm00001eb330800	5.10863	2.5774	1.98208	DD	NA	NA
Zm00001eb354210	Zm00001eb330800	1.55495	4.52101	0.343939	DD	NA	NA
Zm00001eb018380	Zm00001eb330840	2.5512	1.33982	1.90413	DD	NA	NA
Zm00001eb349440	Zm00001eb330860	1.76701	1.66263	1.06278	DD	NA	NA
Zm00001eb041110	Zm00001eb330870	0.00935049	0.00801837	1.1661300000000001	DD	NA	NA
Zm00001eb245200	Zm00001eb330870	0.0168219	0.0288267	0.583552	DD	NA	NA
Zm00001eb073700	Zm00001eb330950	0.0153418	NA	NA	DD	NA	NA
Zm00001eb128310	Zm00001eb331000	2.88908	1.69091	1.70859	DD	NA	NA
Zm00001eb187990	Zm00001eb331050	0.00688227	0.0101127	0.680557	DD	NA	NA
Zm00001eb355940	Zm00001eb331170	NA	NA	NA	DD	NA	NA
Zm00001eb035630	Zm00001eb331190	4.10571	2.09341	1.96126	DD	NA	NA
Zm00001eb128040	Zm00001eb331200	0.00526248	1.58804	0.00331383	DD	NA	NA
Zm00001eb028560	Zm00001eb331210	2.8862	1.70809	1.6897200000000001	DD	NA	NA
Zm00001eb107770	Zm00001eb331220	0.0258081	0.0775077	0.332974	DD	NA	NA
Zm00001eb126780	Zm00001eb331310	1.86403	1.18279	1.57596	DD	NA	NA
Zm00001eb340190	Zm00001eb331360	1.83044	2.35926	0.775854	DD	NA	NA
Zm00001eb020460	Zm00001eb331370	2.28781	3.64832	0.627088	DD	NA	NA
Zm00001eb128010	Zm00001eb331390	5.33019	4.54718	1.17219	DD	NA	NA
Zm00001eb042310	Zm00001eb331400	3.56931	1.7069	2.09111	DD	NA	NA
Zm00001eb178960	Zm00001eb331400	5.27444	4.21803	1.25045	DD	NA	NA
Zm00001eb098060	Zm00001eb331440	0.0329954	0.0629999	0.523738	DD	NA	NA
Zm00001eb419920	Zm00001eb331440	0.0313514	NA	NA	DD	NA	NA
Zm00001eb062310	Zm00001eb331460	1.85355	4.58788	0.40401	DD	NA	NA
Zm00001eb396680	Zm00001eb331460	1.77713	2.21856	0.801029	DD	NA	NA
Zm00001eb186260	Zm00001eb331510	5.85834	1.77974	3.29168	DD	NA	NA
Zm00001eb287330	Zm00001eb331510	5.73755	1.59079	3.60674	DD	NA	NA
Zm00001eb108060	Zm00001eb331520	4.05905	1.98532	2.04453	DD	NA	NA
Zm00001eb325940	Zm00001eb331520	2.37212	1.69504	1.39945	DD	NA	NA
Zm00001eb082440	Zm00001eb331530	1.61351	3.61931	0.445805	DD	NA	NA
Zm00001eb310890	Zm00001eb331570	NA	NA	NA	DD	NA	NA
Zm00001eb397030	Zm00001eb331570	3.98369	3.2344	1.23166	DD	NA	NA
Zm00001eb155980	Zm00001eb331590	1.50741	2.66676	0.565261	DD	NA	NA
Zm00001eb118700	Zm00001eb331670	0.00254	NA	NA	DD	NA	NA
Zm00001eb084580	Zm00001eb331680	1.82302	3.83876	0.474898	DD	NA	NA
Zm00001eb164230	Zm00001eb331690	1.43079	4.09988	0.348983	DD	NA	NA
Zm00001eb406820	Zm00001eb331690	1.44102	4.07744	0.353412	DD	NA	NA
Zm00001eb104020	Zm00001eb331700	0.0169141	0.130193	0.129916	DD	NA	NA
Zm00001eb236140	Zm00001eb331700	4.80277	2.83344	1.69503	DD	NA	NA
Zm00001eb230280	Zm00001eb331700	1.72347	4.55576	0.378306	DD	NA	NA
Zm00001eb339870	Zm00001eb331700	3.02289	2.32452	1.30044	DD	NA	NA
Zm00001eb360410	Zm00001eb331700	2.62019	3.19185	0.820899	DD	NA	NA
Zm00001eb015310	Zm00001eb331740	2.31797	4.55212	0.509207	DD	NA	NA
Zm00001eb026340	Zm00001eb331760	4.41824	1.12528	3.92634	DD	NA	NA
Zm00001eb305040	Zm00001eb331760	4.8558	1.82617	2.65901	DD	NA	NA
Zm00001eb026610	Zm00001eb331810	NA	NA	NA	DD	NA	NA
Zm00001eb150310	Zm00001eb331840	0.0311076	0.00963129	3.22985	DD	NA	NA
Zm00001eb231600	Zm00001eb331840	0.022912	0.0270308	0.847627	DD	NA	NA
Zm00001eb333210	Zm00001eb331850	4.49762	1.50736	2.98377	DD	NA	NA
Zm00001eb163470	Zm00001eb331890	2.63133	1.60554	1.6389	DD	NA	NA
Zm00001eb354080	Zm00001eb331890	2.47774	1.67079	1.48297	DD	NA	NA
Zm00001eb224090	Zm00001eb331900	2.32738	4.23973	0.548945	DD	NA	NA
Zm00001eb236790	Zm00001eb331910	0.0149504	0.010381	1.44016	DD	NA	NA
Zm00001eb279200	Zm00001eb331910	0.0105434	0.00947275	1.11303	DD	NA	NA
Zm00001eb283050	Zm00001eb331910	0.0131861	0.0097688	1.34981	DD	NA	NA
Zm00001eb345330	Zm00001eb331910	0.00793677	0.0194036	0.409036	DD	NA	NA
Zm00001eb390930	Zm00001eb331910	1.67977	1.64032	1.02405	DD	NA	NA
Zm00001eb014170	Zm00001eb331960	4.51516	2.52714	1.78667	DD	NA	NA
Zm00001eb133990	Zm00001eb331960	4.51476	2.55391	1.76778	DD	NA	NA
Zm00001eb265480	Zm00001eb331960	4.6661	1.10848	4.20945	DD	NA	NA
Zm00001eb083930	Zm00001eb331980	3.36191	3.31707	1.01352	DD	NA	NA
Zm00001eb117480	Zm00001eb331980	0.0316558	0.959617	0.032988	DD	NA	NA
Zm00001eb300240	Zm00001eb331980	0.025362	0.32082	0.0790537	DD	NA	NA
Zm00001eb353180	Zm00001eb331980	2.89935	1.35416	2.14107	DD	NA	NA
Zm00001eb190700	Zm00001eb332000	5.24206	1.73269	3.02539	DD	NA	NA
Zm00001eb203260	Zm00001eb332000	1.94319	1.84779	1.05163	DD	NA	NA
Zm00001eb202760	Zm00001eb332040	0.0230454	2.14083	0.0107647	DD	NA	NA
Zm00001eb060710	Zm00001eb332060	NA	0.0244253	-0	DD	NA	NA
Zm00001eb157250	Zm00001eb332060	4.62393	2.04201	2.2644	DD	NA	NA
Zm00001eb068280	Zm00001eb332070	NA	NA	NA	DD	NA	NA
Zm00001eb271100	Zm00001eb332090	0.0104009	0.0978212	0.106325	DD	NA	NA
Zm00001eb071680	Zm00001eb332100	1.75267	3.5918	0.487964	DD	NA	NA
Zm00001eb170140	Zm00001eb332110	2.29597	1.44461	1.58934	DD	NA	NA
Zm00001eb235440	Zm00001eb332110	4.38391	3.46448	1.26539	DD	NA	NA
Zm00001eb058920	Zm00001eb332150	2.76321	1.41576	1.95175	DD	NA	NA
Zm00001eb251650	Zm00001eb332170	NA	NA	NA	DD	NA	NA
Zm00001eb349730	Zm00001eb332190	2.6539	1.73532	1.52934	DD	NA	NA
Zm00001eb174780	Zm00001eb332250	4.93659	1.67312	2.95053	DD	NA	NA
Zm00001eb425750	Zm00001eb332250	5.00458	1.52507	3.28153	DD	NA	NA
Zm00001eb109090	Zm00001eb332270	0.00912648	0.0134893	0.676573	DD	NA	NA
Zm00001eb078900	Zm00001eb332380	1.89301	1.99622	0.948298	DD	NA	NA
Zm00001eb375660	Zm00001eb332400	5.31953	1.76191	3.01919	DD	NA	NA
Zm00001eb023350	Zm00001eb332400	1.84576	4.26478	0.432791	DD	NA	NA
Zm00001eb000740	Zm00001eb332450	4.64722	1.8948	2.45261	DD	NA	NA
Zm00001eb200220	Zm00001eb332480	2.97871	3.73476	0.797566	DD	NA	NA
Zm00001eb285670	Zm00001eb332480	1.66593	4.02772	0.413616	DD	NA	NA
Zm00001eb000490	Zm00001eb332520	0.0197196	3.93202	0.00501512	DD	NA	NA
Zm00001eb132870	Zm00001eb332520	0.0148821	2.55587	0.0058227	DD	NA	NA
Zm00001eb150420	Zm00001eb332520	0.00822598	4.08437	0.00201402	DD	NA	NA
Zm00001eb199690	Zm00001eb332520	0.0272046	0.391393	0.0695071	DD	NA	NA
Zm00001eb206060	Zm00001eb332520	0.0530471	0.27166	0.19527	DD	NA	NA
Zm00001eb369310	Zm00001eb332520	0.0131704	4.16283	0.0031638	DD	NA	NA
Zm00001eb288970	Zm00001eb332590	1.43803	2.41655	0.595075	DD	NA	NA
Zm00001eb355940	Zm00001eb332590	1.98711	3.02108	0.65775	DD	NA	NA
Zm00001eb412510	Zm00001eb332590	2.08418	4.06882	0.512234	DD	NA	NA
Zm00001eb431760	Zm00001eb332590	4.85462	3.65141	1.32952	DD	NA	NA
Zm00001eb132340	Zm00001eb332620	0.01598	0.228882	0.069818	DD	NA	NA
Zm00001eb406090	Zm00001eb332620	NA	NA	NA	DD	NA	NA
Zm00001eb098400	Zm00001eb332700	1.56669	3.63755	0.4307	DD	NA	NA
Zm00001eb184180	Zm00001eb332730	1.46729	2.22772	0.658649	DD	NA	NA
Zm00001eb399640	Zm00001eb332750	0.0392303	0.0992751	0.395168	DD	NA	NA
Zm00001eb429360	Zm00001eb332750	0.0058221	0.0131414	0.443035	DD	NA	NA
Zm00001eb013280	Zm00001eb332780	NA	0.0277138	-0	DD	NA	NA
Zm00001eb013290	Zm00001eb332780	0.0154044	0.0460651	0.334406	DD	NA	NA
Zm00001eb227660	Zm00001eb332790	0.00379502	0.502415	0.00755356	DD	NA	NA
Zm00001eb265440	Zm00001eb332820	1.64707	4.02484	0.409225	DD	NA	NA
Zm00001eb052160	Zm00001eb332830	1.93818	2.81959	0.687398	DD	NA	NA
Zm00001eb052180	Zm00001eb332830	1.93818	2.81959	0.687398	DD	NA	NA
Zm00001eb169780	Zm00001eb332830	5.08717	2.47775	2.05314	DD	NA	NA
Zm00001eb410590	Zm00001eb332830	1.93818	2.81959	0.687398	DD	NA	NA
Zm00001eb108060	Zm00001eb332890	1.67865	2.46506	0.680978	DD	NA	NA
Zm00001eb325940	Zm00001eb332890	2.00967	1.57882	1.27289	DD	NA	NA
Zm00001eb272680	Zm00001eb333080	0.0220063	0.0110288	1.99535	DD	NA	NA
Zm00001eb123690	Zm00001eb333140	1.51687	3.61127	0.420036	DD	NA	NA
Zm00001eb404500	Zm00001eb333140	1.57095	1.7679	0.888599	DD	NA	NA
Zm00001eb068020	Zm00001eb333160	1.77267	1.36692	1.29684	DD	NA	NA
Zm00001eb309400	Zm00001eb333180	0.00700544	NA	NA	DD	NA	NA
Zm00001eb065130	Zm00001eb333210	1.90598	2.18297	0.873115	DD	NA	NA
Zm00001eb095230	Zm00001eb333240	0.0152009	3.22887	0.00470782	DD	NA	NA
Zm00001eb291200	Zm00001eb333240	0.0110097	3.33462	0.0033016399999999998	DD	NA	NA
Zm00001eb303500	Zm00001eb333240	0.0153414	3.28154	0.00467505	DD	NA	NA
Zm00001eb398370	Zm00001eb333390	NA	NA	NA	DD	NA	NA
Zm00001eb398370	Zm00001eb333420	NA	NA	NA	DD	NA	NA
Zm00001eb141360	Zm00001eb333450	1.81155	1.96136	0.923619	DD	NA	NA
Zm00001eb257890	Zm00001eb333450	2.69075	2.02295	1.33011	DD	NA	NA
Zm00001eb077780	Zm00001eb333460	1.65761	0.842685	1.96706	DD	NA	NA
Zm00001eb127850	Zm00001eb333460	0.0460668	0.124871	0.368914	DD	NA	NA
Zm00001eb330310	Zm00001eb333480	NA	NA	NA	DD	NA	NA
Zm00001eb338050	Zm00001eb333490	NA	NA	NA	DD	NA	NA
Zm00001eb312380	Zm00001eb333600	1.68175	0.727533	2.31158	DD	NA	NA
Zm00001eb027370	Zm00001eb333630	0.0157295	0.0195315	0.805341	DD	NA	NA
Zm00001eb181280	Zm00001eb333630	2.64162	1.34417	1.96524	DD	NA	NA
Zm00001eb215300	Zm00001eb333660	2.32073	1.65029	1.40625	DD	NA	NA
Zm00001eb421210	Zm00001eb333660	4.04066	1.09596	3.68685	DD	NA	NA
Zm00001eb374050	Zm00001eb333660	1.41509	1.48498	0.952938	DD	NA	NA
Zm00001eb421800	Zm00001eb333660	1.91412	3.30217	0.579655	DD	NA	NA
Zm00001eb336070	Zm00001eb333670	1.93963	4.20944	0.46078	DD	NA	NA
Zm00001eb202640	Zm00001eb333760	1.43051	3.73194	0.383317	DD	NA	NA
Zm00001eb099060	Zm00001eb333770	0.0194806	0.0456697	0.426554	DD	NA	NA
Zm00001eb219640	Zm00001eb333800	4.59768	2.67434	1.71918	DD	NA	NA
Zm00001eb069240	Zm00001eb333830	0.0161318	NA	NA	DD	NA	NA
Zm00001eb402770	Zm00001eb333830	2.79087	1.66339	1.67782	DD	NA	NA
Zm00001eb069250	Zm00001eb333840	3.03188	1.55344	1.95172	DD	NA	NA
Zm00001eb289390	Zm00001eb333860	0.0121335	0.0700516	0.173207	DD	NA	NA
Zm00001eb134780	Zm00001eb333870	0.00795764	0.162768	0.0488893	DD	NA	NA
Zm00001eb189880	Zm00001eb333870	0.0359665	0.0491995	0.731034	DD	NA	NA
Zm00001eb276960	Zm00001eb333870	0.0398995	0.161741	0.246687	DD	NA	NA
Zm00001eb045220	Zm00001eb333890	2.7164	1.92205	1.41329	DD	NA	NA
Zm00001eb364040	Zm00001eb333930	0.00542287	0.0150383	0.360603	DD	NA	NA
Zm00001eb349760	Zm00001eb333950	1.90689	4.04729	0.471154	DD	NA	NA
Zm00001eb168360	Zm00001eb333970	1.86972	2.73098	0.684634	DD	NA	NA
Zm00001eb008720	Zm00001eb333980	1.50333	1.56324	0.961674	DD	NA	NA
Zm00001eb272870	Zm00001eb334020	1.44647	0.982493	1.47225	DD	NA	NA
Zm00001eb409780	Zm00001eb334200	2.18336	3.546	0.615724	DD	NA	NA
Zm00001eb109750	Zm00001eb334250	0.0217568	0.0763012	0.285143	DD	NA	NA
Zm00001eb142570	Zm00001eb334270	2.94993	2.37006	1.24466	DD	NA	NA
Zm00001eb142570	Zm00001eb334280	1.93476	4.58114	0.422331	DD	NA	NA
Zm00001eb031010	Zm00001eb334310	NA	NA	NA	DD	NA	NA
Zm00001eb089910	Zm00001eb334310	3.97159	0.969421	4.09687	DD	NA	NA
Zm00001eb045420	Zm00001eb334320	1.59318	2.85699	0.557643	DD	NA	NA
Zm00001eb221310	Zm00001eb334320	1.47044	1.72389	0.852975	DD	NA	NA
Zm00001eb221700	Zm00001eb334320	2.07848	1.8776	1.10698	DD	NA	NA
Zm00001eb206440	Zm00001eb334360	5.08824	2.11427	2.40662	DD	NA	NA
Zm00001eb234610	Zm00001eb334360	2.78648	2.22432	1.25273	DD	NA	NA
Zm00001eb302320	Zm00001eb334360	1.40019	4.44787	0.314801	DD	NA	NA
Zm00001eb126360	Zm00001eb334400	0.0399791	0.147175	0.271643	DD	NA	NA
Zm00001eb231150	Zm00001eb334430	4.6026300000000004	1.79454	2.56479	DD	NA	NA
Zm00001eb214630	Zm00001eb334440	5.43051	1.66137	3.2687	DD	NA	NA
Zm00001eb166480	Zm00001eb334470	0.00608529	NA	NA	DD	NA	NA
Zm00001eb000740	Zm00001eb334490	1.48174	3.97696	0.37258	DD	NA	NA
Zm00001eb410930	Zm00001eb334520	1.6406	3.40863	0.481308	DD	NA	NA
Zm00001eb085790	Zm00001eb334530	1.97804	2.81465	0.702767	DD	NA	NA
Zm00001eb153420	Zm00001eb334530	1.438	3.95102	0.363956	DD	NA	NA
Zm00001eb170030	Zm00001eb334530	0.0135252	0.00770097	1.75629	DD	NA	NA
Zm00001eb199990	Zm00001eb334530	2.09109	2.79215	0.748917	DD	NA	NA
Zm00001eb219470	Zm00001eb334530	0.00781609	0.00440277	1.77526	DD	NA	NA
Zm00001eb244750	Zm00001eb334530	0.0192126	0.0107087	1.79411	DD	NA	NA
Zm00001eb359940	Zm00001eb334530	0.0171525	0.011499	1.49164	DD	NA	NA
Zm00001eb094830	Zm00001eb334580	NA	NA	NA	DD	NA	NA
Zm00001eb242370	Zm00001eb334630	1.51021	2.42991	0.621508	DD	NA	NA
Zm00001eb020160	Zm00001eb334640	1.57709	2.32694	0.677755	DD	NA	NA
Zm00001eb393760	Zm00001eb334640	4.25744	1.87282	2.27328	DD	NA	NA
Zm00001eb225760	Zm00001eb334700	1.62781	2.14729	0.758076	DD	NA	NA
Zm00001eb171950	Zm00001eb334740	2.10728	1.22916	1.7144	DD	NA	NA
Zm00001eb261730	Zm00001eb334850	0.0129931	0.160923	0.0807413	DD	NA	NA
Zm00001eb305740	Zm00001eb334920	0.0327311	0.119323	0.274307	DD	NA	NA
Zm00001eb076360	Zm00001eb334960	0.00518146	0.0199104	0.260239	DD	NA	NA
Zm00001eb221950	Zm00001eb334960	0.00459528	0.0327505	0.140312	DD	NA	NA
Zm00001eb110480	Zm00001eb334980	NA	NA	NA	DD	NA	NA
Zm00001eb320420	Zm00001eb335050	2.69877	2.84777	0.947678	DD	NA	NA
Zm00001eb228720	Zm00001eb335160	0.013252	0.0215214	0.615756	DD	NA	NA
Zm00001eb194130	Zm00001eb335180	0.0162159	0.0878052	0.18468	DD	NA	NA
Zm00001eb255290	Zm00001eb335180	0.0531086	0.16759	0.316896	DD	NA	NA
Zm00001eb314400	Zm00001eb335230	1.5239	1.45229	1.04931	DD	NA	NA
Zm00001eb111700	Zm00001eb335240	0.0337729	0.101518	0.332681	DD	NA	NA
Zm00001eb340910	Zm00001eb335250	2.28618	1.71608	1.33222	DD	NA	NA
Zm00001eb371470	Zm00001eb335270	2.11477	1.20812	1.75046	DD	NA	NA
Zm00001eb404810	Zm00001eb335290	0.0136992	0.0816893	0.167699	DD	NA	NA
Zm00001eb375520	Zm00001eb335420	5.03875	3.03733	1.65894	DD	NA	NA
Zm00001eb124950	Zm00001eb335430	NA	NA	NA	DD	NA	NA
Zm00001eb125030	Zm00001eb335430	NA	NA	NA	DD	NA	NA
Zm00001eb252460	Zm00001eb335430	NA	NA	NA	DD	NA	NA
Zm00001eb423300	Zm00001eb335430	NA	NA	NA	DD	NA	NA
Zm00001eb174340	Zm00001eb335530	3.44637	4.67969	0.736453	DD	NA	NA
Zm00001eb312660	Zm00001eb335570	2.08726	1.52489	1.36879	DD	NA	NA
Zm00001eb040600	Zm00001eb335620	0.031667	1.34982	0.0234602	DD	NA	NA
Zm00001eb135100	Zm00001eb335620	0.0243447	1.05051	0.0231742	DD	NA	NA
Zm00001eb424890	Zm00001eb335640	5.02954	1.28885	3.90236	DD	NA	NA
Zm00001eb097230	Zm00001eb335670	1.48108	2.43341	0.608645	DD	NA	NA
Zm00001eb090090	Zm00001eb335680	1.78292	3.3196	0.537088	DD	NA	NA
Zm00001eb143780	Zm00001eb335680	3.46794	3.30821	1.04828	DD	NA	NA
Zm00001eb090090	Zm00001eb335690	2.19215	4.01783	0.545605	DD	NA	NA
Zm00001eb090200	Zm00001eb335710	2.53245	4.02484	0.629205	DD	NA	NA
Zm00001eb008180	Zm00001eb335840	2.07837	4.24205	0.489945	DD	NA	NA
Zm00001eb013940	Zm00001eb335840	1.62822	2.5062	0.649675	DD	NA	NA
