gene	type
Zm00001eb086760	DD
Zm00001eb279410	DD
Zm00001eb322380	DD
Zm00001eb405420	DD
Zm00001eb156980	DD
Zm00001eb280870	DD
Zm00001eb180540	DD
Zm00001eb373830	DD
Zm00001eb338830	DD
Zm00001eb422630	DD
Zm00001eb139120	DD
Zm00001eb419880	DD
Zm00001eb200800	DD
Zm00001eb240310	DD
Zm00001eb215830	DD
Zm00001eb191320	DD
Zm00001eb270500	DD
Zm00001eb086100	DD
Zm00001eb143890	DD
Zm00001eb086540	DD
Zm00001eb391510	DD
Zm00001eb237840	DD
Zm00001eb350690	DD
Zm00001eb225930	DD
Zm00001eb203920	DD
Zm00001eb350580	DD
Zm00001eb192840	DD
Zm00001eb383270	DD
Zm00001eb380100	DD
Zm00001eb204030	DD
Zm00001eb373320	DD
Zm00001eb039180	DD
Zm00001eb238220	DD
Zm00001eb034910	DD
Zm00001eb353220	DD
Zm00001eb258640	DD
Zm00001eb232090	DD
Zm00001eb338220	DD
Zm00001eb266200	DD
Zm00001eb202030	DD
Zm00001eb318410	DD
Zm00001eb165010	DD
Zm00001eb167600	DD
Zm00001eb025010	DD
Zm00001eb356570	DD
Zm00001eb246840	DD
Zm00001eb085740	DD
Zm00001eb243710	DD
Zm00001eb273030	DD
Zm00001eb233330	DD
Zm00001eb317980	DD
Zm00001eb197190	DD
Zm00001eb311880	DD
Zm00001eb311890	DD
Zm00001eb182600	DD
Zm00001eb174180	DD
Zm00001eb109850	DD
Zm00001eb105480	DD
Zm00001eb183630	DD
Zm00001eb008900	DD
Zm00001eb101970	DD
Zm00001eb338120	DD
Zm00001eb041420	DD
Zm00001eb285570	DD
Zm00001eb346200	DD
Zm00001eb028170	DD
Zm00001eb112520	DD
Zm00001eb112530	DD
Zm00001eb306090	DD
Zm00001eb101440	DD
Zm00001eb119380	DD
Zm00001eb234910	DD
Zm00001eb130660	DD
Zm00001eb094880	DD
Zm00001eb383040	DD
Zm00001eb122610	DD
Zm00001eb297800	DD
Zm00001eb238120	DD
Zm00001eb006020	DD
Zm00001eb385870	DD
Zm00001eb042680	DD
Zm00001eb208880	DD
Zm00001eb354940	DD
Zm00001eb139880	DD
Zm00001eb106520	DD
Zm00001eb385570	DD
Zm00001eb219130	DD
Zm00001eb224330	DD
Zm00001eb429590	DD
Zm00001eb336840	DD
Zm00001eb110420	DD
Zm00001eb260090	DD
Zm00001eb383510	DD
Zm00001eb202950	DD
Zm00001eb034640	DD
Zm00001eb207360	DD
Zm00001eb289030	DD
Zm00001eb063680	DD
Zm00001eb103780	DD
Zm00001eb073700	DD
Zm00001eb330950	DD
Zm00001eb246400	DD
Zm00001eb280220	DD
Zm00001eb072430	DD
Zm00001eb404090	DD
Zm00001eb386800	DD
Zm00001eb154900	DD
Zm00001eb026230	DD
Zm00001eb185910	DD
Zm00001eb038170	DD
Zm00001eb296300	DD
Zm00001eb321550	DD
Zm00001eb367650	DD
Zm00001eb385860	DD
Zm00001eb211570	DD
Zm00001eb249060	DD
Zm00001eb017340	DD
Zm00001eb241210	DD
Zm00001eb362060	DD
Zm00001eb049020	DD
Zm00001eb235600	DD
Zm00001eb373810	DD
Zm00001eb072950	DD
Zm00001eb087880	DD
Zm00001eb181650	DD
Zm00001eb090210	DD
Zm00001eb072070	DD
Zm00001eb221320	DD
Zm00001eb349030	DD
Zm00001eb311710	DD
Zm00001eb420460	DD
Zm00001eb391910	DD
Zm00001eb321780	DD
Zm00001eb047290	DD
Zm00001eb408600	DD
Zm00001eb168270	DD
Zm00001eb164010	DD
Zm00001eb246680	DD
Zm00001eb377990	DD
Zm00001eb244190	DD
Zm00001eb059000	DD
Zm00001eb054260	DD
Zm00001eb041480	DD
Zm00001eb165200	DD
Zm00001eb343890	DD
Zm00001eb391100	DD
Zm00001eb422890	DD
Zm00001eb338260	DD
Zm00001eb043670	DD
Zm00001eb239440	DD
Zm00001eb379360	DD
Zm00001eb315800	DD
Zm00001eb227420	DD
Zm00001eb306590	DD
Zm00001eb365030	DD
Zm00001eb025500	DD
Zm00001eb274430	DD
Zm00001eb308830	DD
Zm00001eb132450	DD
Zm00001eb082010	DD
Zm00001eb186110	DD
Zm00001eb008190	DD
Zm00001eb128950	DD
Zm00001eb137160	DD
Zm00001eb266480	DD
Zm00001eb083410	DD
Zm00001eb311400	DD
Zm00001eb006260	DD
Zm00001eb016710	DD
Zm00001eb278860	DD
Zm00001eb058180	DD
Zm00001eb351260	DD
Zm00001eb232290	DD
Zm00001eb230010	DD
Zm00001eb174170	DD
Zm00001eb179970	DD
Zm00001eb192920	DD
Zm00001eb022990	DD
Zm00001eb072730	DD
Zm00001eb035610	DD
Zm00001eb163870	DD
Zm00001eb432130	DD
Zm00001eb345030	DD
Zm00001eb003540	DD
Zm00001eb175920	DD
Zm00001eb214480	DD
Zm00001eb389310	DD
Zm00001eb242190	DD
Zm00001eb196370	DD
Zm00001eb185270	DD
Zm00001eb224340	DD
Zm00001eb057460	DD
Zm00001eb185550	DD
Zm00001eb242790	DD
Zm00001eb392800	DD
Zm00001eb086070	DD
Zm00001eb416120	DD
Zm00001eb174810	DD
Zm00001eb275480	DD
Zm00001eb310920	DD
Zm00001eb287140	DD
Zm00001eb117950	DD
Zm00001eb300650	DD
Zm00001eb331820	DD
Zm00001eb157390	DD
Zm00001eb389610	DD
Zm00001eb179520	DD
Zm00001eb335180	DD
Zm00001eb261130	DD
Zm00001eb268600	DD
Zm00001eb043560	DD
Zm00001eb243660	DD
Zm00001eb234590	DD
Zm00001eb228490	DD
Zm00001eb390250	DD
Zm00001eb213720	DD
Zm00001eb299440	DD
Zm00001eb116980	DD
Zm00001eb268190	DD
Zm00001eb108160	DD
Zm00001eb003840	DD
Zm00001eb130830	DD
Zm00001eb100740	DD
Zm00001eb081790	DD
Zm00001eb268680	DD
Zm00001eb412120	DD
Zm00001eb187400	DD
Zm00001eb031480	DD
Zm00001eb195720	DD
Zm00001eb403010	DD
Zm00001eb039270	DD
Zm00001eb278160	DD
Zm00001eb354690	DD
Zm00001eb212160	DD
Zm00001eb042060	DD
Zm00001eb372620	DD
Zm00001eb077040	DD
Zm00001eb238520	DD
Zm00001eb280450	DD
Zm00001eb287360	DD
Zm00001eb151600	DD
Zm00001eb310800	DD
Zm00001eb133960	DD
Zm00001eb359270	DD
Zm00001eb243670	DD
Zm00001eb387850	DD
Zm00001eb209270	DD
Zm00001eb313220	DD
Zm00001eb281200	DD
Zm00001eb084010	DD
Zm00001eb317630	DD
Zm00001eb279040	DD
Zm00001eb141590	DD
Zm00001eb382910	DD
Zm00001eb348260	DD
Zm00001eb154570	DD
Zm00001eb046830	DD
Zm00001eb230580	DD
Zm00001eb319480	DD
Zm00001eb423080	DD
Zm00001eb028770	DD
Zm00001eb080370	DD
Zm00001eb228030	DD
Zm00001eb264950	DD
Zm00001eb100030	DD
Zm00001eb184840	DD
Zm00001eb232660	DD
Zm00001eb247900	DD
Zm00001eb396170	DD
Zm00001eb113840	DD
Zm00001eb168630	DD
Zm00001eb284280	DD
Zm00001eb073910	DD
Zm00001eb172040	DD
Zm00001eb247940	DD
Zm00001eb247970	DD
Zm00001eb247980	DD
Zm00001eb011340	DD
Zm00001eb247960	DD
Zm00001eb398250	DD
Zm00001eb005500	DD
Zm00001eb379280	DD
Zm00001eb017240	DD
Zm00001eb347120	DD
Zm00001eb044040	DD
Zm00001eb354870	DD
Zm00001eb359910	DD
Zm00001eb076980	DD
Zm00001eb292270	DD
Zm00001eb193750	DD
Zm00001eb279800	DD
Zm00001eb381850	DD
Zm00001eb124010	DD
Zm00001eb039160	DD
Zm00001eb033220	DD
Zm00001eb360870	DD
Zm00001eb103140	DD
Zm00001eb021720	DD
Zm00001eb040420	DD
Zm00001eb090290	DD
Zm00001eb095920	DD
Zm00001eb211220	DD
Zm00001eb169020	DD
Zm00001eb268150	DD
Zm00001eb024000	DD
Zm00001eb056620	DD
Zm00001eb385910	DD
Zm00001eb303870	DD
Zm00001eb070150	DD
Zm00001eb111500	DD
Zm00001eb180130	DD
Zm00001eb065390	DD
Zm00001eb046050	DD
Zm00001eb221910	DD
Zm00001eb064030	DD
Zm00001eb038830	DD
Zm00001eb248070	DD
Zm00001eb045450	DD
Zm00001eb369740	DD
Zm00001eb343280	DD
Zm00001eb006370	DD
Zm00001eb091410	DD
Zm00001eb083480	DD
Zm00001eb198040	DD
Zm00001eb317880	DD
Zm00001eb377820	DD
Zm00001eb395830	DD
Zm00001eb406880	DD
Zm00001eb198750	DD
Zm00001eb260250	DD
Zm00001eb415440	DD
Zm00001eb001830	DD
Zm00001eb369490	DD
Zm00001eb381150	DD
Zm00001eb083160	DD
Zm00001eb121570	DD
Zm00001eb397020	DD
Zm00001eb168400	DD
Zm00001eb293090	DD
Zm00001eb428520	DD
Zm00001eb048700	DD
Zm00001eb174020	DD
Zm00001eb267460	DD
Zm00001eb183020	DD
Zm00001eb050560	DD
Zm00001eb381070	DD
Zm00001eb186870	DD
Zm00001eb271510	DD
Zm00001eb303230	DD
Zm00001eb004280	DD
Zm00001eb170120	DD
Zm00001eb023000	DD
Zm00001eb181220	DD
Zm00001eb021100	DD
Zm00001eb032100	DD
Zm00001eb365900	DD
Zm00001eb340100	DD
Zm00001eb017040	DD
Zm00001eb197290	DD
Zm00001eb336200	DD
Zm00001eb148200	DD
Zm00001eb346530	DD
Zm00001eb354420	DD
Zm00001eb338200	DD
Zm00001eb102870	DD
Zm00001eb303350	DD
Zm00001eb138100	DD
Zm00001eb409270	DD
Zm00001eb263650	DD
Zm00001eb264040	DD
Zm00001eb262360	DD
Zm00001eb263510	DD
Zm00001eb263630	DD
Zm00001eb263640	DD
Zm00001eb263660	DD
Zm00001eb263680	DD
Zm00001eb263690	DD
Zm00001eb263710	DD
Zm00001eb263730	DD
Zm00001eb263750	DD
Zm00001eb263920	DD
Zm00001eb263930	DD
Zm00001eb263960	DD
Zm00001eb263980	DD
Zm00001eb264020	DD
Zm00001eb411360	DD
Zm00001eb263420	DD
Zm00001eb263490	DD
Zm00001eb263940	DD
Zm00001eb180730	DD
Zm00001eb351280	DD
Zm00001eb417940	DD
Zm00001eb174270	DD
Zm00001eb408550	DD
Zm00001eb068500	DD
Zm00001eb299710	DD
Zm00001eb171350	DD
Zm00001eb259860	DD
Zm00001eb099850	DD
Zm00001eb165180	DD
Zm00001eb197860	DD
Zm00001eb262410	DD
Zm00001eb262440	DD
Zm00001eb262450	DD
Zm00001eb088300	DD
Zm00001eb138070	DD
Zm00001eb270040	DD
Zm00001eb149320	DD
Zm00001eb119530	DD
Zm00001eb400930	DD
Zm00001eb166410	DD
Zm00001eb175590	DD
Zm00001eb219680	DD
Zm00001eb138710	DD
Zm00001eb113910	DD
Zm00001eb279110	DD
Zm00001eb287050	DD
Zm00001eb265580	DD
Zm00001eb351670	DD
Zm00001eb076500	DD
Zm00001eb354960	DD
Zm00001eb372850	DD
Zm00001eb111400	DD
Zm00001eb123620	DD
Zm00001eb282120	DD
Zm00001eb124220	DD
Zm00001eb388430	DD
Zm00001eb123720	DD
Zm00001eb353990	DD
Zm00001eb210560	DD
Zm00001eb340110	DD
Zm00001eb156160	DD
Zm00001eb226980	DD
Zm00001eb362130	DD
Zm00001eb424860	DD
Zm00001eb068060	DD
Zm00001eb015920	DD
Zm00001eb272990	DD
Zm00001eb419380	DD
Zm00001eb279790	DD
Zm00001eb354400	DD
Zm00001eb125490	DD
Zm00001eb384090	DD
Zm00001eb132730	DD
Zm00001eb130450	DD
Zm00001eb340730	DD
Zm00001eb109490	DD
Zm00001eb027120	DD
Zm00001eb412250	DD
Zm00001eb383610	DD
Zm00001eb362920	DD
Zm00001eb138720	DD
Zm00001eb374820	DD
Zm00001eb169980	DD
Zm00001eb162650	DD
Zm00001eb173290	DD
Zm00001eb076140	DD
Zm00001eb320120	DD
Zm00001eb141460	DD
Zm00001eb293990	DD
Zm00001eb412790	DD
Zm00001eb180480	DD
Zm00001eb046190	DD
Zm00001eb147930	DD
Zm00001eb000740	DD
Zm00001eb126990	DD
Zm00001eb022860	DD
Zm00001eb042570	DD
Zm00001eb132500	DD
Zm00001eb123980	DD
Zm00001eb249190	DD
Zm00001eb182150	DD
Zm00001eb236390	DD
Zm00001eb374990	DD
Zm00001eb071210	DD
Zm00001eb249790	DD
Zm00001eb174070	DD
Zm00001eb270550	DD
Zm00001eb240220	DD
Zm00001eb337480	DD
Zm00001eb098810	DD
Zm00001eb105920	DD
Zm00001eb368110	DD
Zm00001eb131920	DD
Zm00001eb376670	DD
Zm00001eb055110	DD
Zm00001eb094010	DD
Zm00001eb010540	DD
Zm00001eb065160	DD
Zm00001eb024590	DD
Zm00001eb430340	DD
Zm00001eb058000	DD
Zm00001eb335480	DD
Zm00001eb057440	DD
Zm00001eb379190	DD
Zm00001eb083000	DD
Zm00001eb201480	DD
Zm00001eb182930	DD
Zm00001eb106370	DD
Zm00001eb023940	DD
Zm00001eb376510	DD
Zm00001eb108990	DD
Zm00001eb268750	DD
Zm00001eb304090	DD
Zm00001eb126130	DD
Zm00001eb045210	DD
Zm00001eb310620	DD
Zm00001eb433710	DD
Zm00001eb285090	DD
Zm00001eb347200	DD
Zm00001eb378880	DD
Zm00001eb412100	DD
Zm00001eb205270	DD
Zm00001eb339450	DD
Zm00001eb160530	DD
Zm00001eb113300	DD
Zm00001eb309450	DD
Zm00001eb120410	DD
Zm00001eb165650	DD
Zm00001eb377270	DD
Zm00001eb308010	DD
Zm00001eb329940	DD
Zm00001eb386030	DD
Zm00001eb093090	DD
Zm00001eb063080	DD
Zm00001eb220430	DD
Zm00001eb225840	DD
Zm00001eb156990	DD
Zm00001eb290190	DD
Zm00001eb048390	DD
Zm00001eb046310	DD
Zm00001eb427550	DD
Zm00001eb237650	DD
Zm00001eb350680	DD
Zm00001eb181730	DD
Zm00001eb055580	DD
Zm00001eb355600	DD
Zm00001eb343530	DD
Zm00001eb192060	DD
Zm00001eb421670	DD
Zm00001eb226420	DD
Zm00001eb023470	DD
Zm00001eb223690	DD
Zm00001eb320650	DD
Zm00001eb030010	DD
Zm00001eb173440	DD
Zm00001eb022500	DD
Zm00001eb157050	DD
Zm00001eb372580	DD
Zm00001eb318680	DD
Zm00001eb121340	DD
Zm00001eb080320	DD
Zm00001eb351270	DD
Zm00001eb342160	DD
Zm00001eb168110	DD
Zm00001eb222750	DD
Zm00001eb259650	DD
Zm00001eb307420	DD
Zm00001eb217770	DD
Zm00001eb359710	DD
Zm00001eb138810	DD
Zm00001eb060710	DD
Zm00001eb196440	DD
Zm00001eb122000	DD
Zm00001eb259990	DD
Zm00001eb063940	DD
Zm00001eb107860	DD
Zm00001eb001100	DD
Zm00001eb411180	DD
Zm00001eb109200	DD
Zm00001eb226060	DD
Zm00001eb315810	DD
Zm00001eb181430	DD
Zm00001eb386940	DD
Zm00001eb283640	DD
Zm00001eb283800	DD
Zm00001eb095270	DD
Zm00001eb272100	DD
Zm00001eb372350	DD
Zm00001eb389930	DD
Zm00001eb210260	DD
Zm00001eb305500	DD
Zm00001eb409490	DD
Zm00001eb236750	DD
Zm00001eb159720	DD
Zm00001eb013350	DD
Zm00001eb081180	DD
Zm00001eb387540	DD
Zm00001eb067680	DD
Zm00001eb233980	DD
Zm00001eb372630	DD
Zm00001eb389160	DD
Zm00001eb297210	DD
Zm00001eb300200	DD
Zm00001eb297220	DD
Zm00001eb300190	DD
Zm00001eb392360	DD
Zm00001eb388770	DD
Zm00001eb169170	DD
Zm00001eb009750	DD
Zm00001eb019490	DD
Zm00001eb173750	DD
Zm00001eb042280	DD
Zm00001eb120490	DD
Zm00001eb126550	DD
Zm00001eb082420	DD
Zm00001eb053760	DD
Zm00001eb132660	DD
Zm00001eb114100	DD
Zm00001eb296980	DD
Zm00001eb042380	DD
Zm00001eb132550	DD
Zm00001eb341870	DD
Zm00001eb277810	DD
Zm00001eb168130	DD
Zm00001eb386580	DD
Zm00001eb256400	DD
Zm00001eb117600	DD
Zm00001eb203180	DD
Zm00001eb247410	DD
Zm00001eb086880	DD
Zm00001eb385900	DD
Zm00001eb196850	DD
Zm00001eb091100	DD
Zm00001eb377190	DD
Zm00001eb266700	DD
Zm00001eb101110	DD
Zm00001eb278170	DD
Zm00001eb267720	DD
Zm00001eb284200	DD
Zm00001eb176150	DD
Zm00001eb385380	DD
Zm00001eb298280	DD
Zm00001eb282920	DD
Zm00001eb337810	DD
Zm00001eb211610	DD
Zm00001eb169440	DD
Zm00001eb283930	DD
Zm00001eb203840	DD
Zm00001eb024860	DD
Zm00001eb335440	DD
Zm00001eb087950	DD
Zm00001eb086130	DD
Zm00001eb223430	DD
Zm00001eb265720	DD
Zm00001eb252270	DD
Zm00001eb249820	DD
Zm00001eb087570	DD
Zm00001eb267020	DD
Zm00001eb019990	DD
Zm00001eb266790	DD
Zm00001eb045870	DD
Zm00001eb032540	DD
Zm00001eb019770	DD
Zm00001eb166820	DD
Zm00001eb356160	DD
Zm00001eb069620	DD
Zm00001eb091240	DD
Zm00001eb323950	DD
Zm00001eb244580	DD
Zm00001eb044290	DD
Zm00001eb169810	DD
Zm00001eb306870	DD
Zm00001eb098840	DD
Zm00001eb021570	DD
Zm00001eb378780	DD
Zm00001eb309240	DD
Zm00001eb379730	DD
Zm00001eb128800	DD
Zm00001eb088160	DD
Zm00001eb102130	DD
Zm00001eb214780	DD
Zm00001eb419730	DD
Zm00001eb054470	DD
Zm00001eb190390	DD
Zm00001eb340210	DD
Zm00001eb378580	DD
Zm00001eb008350	DD
Zm00001eb167020	DD
Zm00001eb128380	DD
Zm00001eb379820	DD
Zm00001eb371520	DD
Zm00001eb381410	DD
Zm00001eb279500	DD
Zm00001eb353630	DD
Zm00001eb012560	DD
Zm00001eb028300	DD
Zm00001eb123530	DD
Zm00001eb032770	DD
Zm00001eb043100	DD
Zm00001eb315680	DD
Zm00001eb347740	DD
Zm00001eb381880	DD
Zm00001eb169000	DD
Zm00001eb334020	DD
Zm00001eb417040	DD
Zm00001eb252530	DD
Zm00001eb212290	DD
Zm00001eb129080	DD
Zm00001eb203980	DD
Zm00001eb071900	DD
Zm00001eb078790	DD
Zm00001eb166300	DD
Zm00001eb433140	DD
Zm00001eb191430	DD
Zm00001eb409780	DD
Zm00001eb384210	DD
Zm00001eb369980	DD
Zm00001eb345950	DD
Zm00001eb350250	DD
Zm00001eb290490	DD
Zm00001eb185140	DD
Zm00001eb130980	DD
Zm00001eb388840	DD
Zm00001eb035770	DD
Zm00001eb133420	DD
Zm00001eb412620	DD
Zm00001eb032740	DD
Zm00001eb287570	DD
Zm00001eb146630	DD
Zm00001eb218240	DD
Zm00001eb270900	DD
Zm00001eb094260	DD
Zm00001eb063500	DD
Zm00001eb126620	DD
Zm00001eb356190	DD
Zm00001eb163290	DD
Zm00001eb347040	DD
Zm00001eb164650	DD
Zm00001eb355100	DD
Zm00001eb319360	DD
Zm00001eb339320	DD
Zm00001eb416830	DD
Zm00001eb406540	DD
Zm00001eb227520	DD
Zm00001eb118070	DD
Zm00001eb298730	DD
Zm00001eb129920	DD
Zm00001eb277460	DD
Zm00001eb220780	DD
Zm00001eb160390	DD
Zm00001eb403610	DD
Zm00001eb419860	DD
Zm00001eb165410	DD
Zm00001eb122200	DD
Zm00001eb004640	DD
Zm00001eb346000	DD
Zm00001eb350630	DD
Zm00001eb095940	DD
Zm00001eb133900	DD
Zm00001eb065410	DD
Zm00001eb117630	DD
Zm00001eb022690	DD
Zm00001eb330140	DD
Zm00001eb385300	DD
Zm00001eb116650	DD
Zm00001eb123820	DD
Zm00001eb120570	DD
Zm00001eb431010	DD
Zm00001eb053930	DD
Zm00001eb240910	DD
Zm00001eb368900	DD
Zm00001eb018170	DD
Zm00001eb346010	DD
Zm00001eb230770	DD
Zm00001eb363310	DD
Zm00001eb285450	DD
Zm00001eb420170	DD
Zm00001eb066140	DD
Zm00001eb346370	DD
Zm00001eb276860	DD
Zm00001eb125140	DD
Zm00001eb320580	DD
Zm00001eb414750	DD
Zm00001eb334060	DD
Zm00001eb334050	DD
Zm00001eb272860	DD
Zm00001eb382100	DD
Zm00001eb211920	DD
Zm00001eb390430	DD
Zm00001eb185170	DD
Zm00001eb194790	DD
Zm00001eb317670	DD
Zm00001eb345670	DD
Zm00001eb430950	DD
Zm00001eb092970	DD
Zm00001eb290170	DD
Zm00001eb270830	DD
Zm00001eb110200	DD
Zm00001eb206570	DD
Zm00001eb049750	DD
Zm00001eb303420	DD
Zm00001eb400850	DD
Zm00001eb207240	DD
Zm00001eb308360	DD
Zm00001eb038600	DD
Zm00001eb383810	DD
Zm00001eb122330	DD
Zm00001eb236610	DD
Zm00001eb205720	DD
Zm00001eb396800	DD
Zm00001eb136290	DD
Zm00001eb044510	DD
Zm00001eb412690	DD
Zm00001eb115730	DD
Zm00001eb134790	DD
Zm00001eb020250	DD
Zm00001eb356280	DD
Zm00001eb322710	DD
Zm00001eb302370	DD
Zm00001eb377300	DD
Zm00001eb380030	DD
Zm00001eb264890	DD
Zm00001eb112710	DD
Zm00001eb097240	DD
Zm00001eb350590	DD
Zm00001eb143040	DD
Zm00001eb297850	DD
Zm00001eb160560	DD
Zm00001eb292510	DD
Zm00001eb095740	DD
Zm00001eb011820	DD
Zm00001eb214590	DD
Zm00001eb348470	DD
Zm00001eb007250	DD
Zm00001eb130300	DD
Zm00001eb157600	DD
Zm00001eb207120	DD
Zm00001eb411890	DD
Zm00001eb016990	DD
Zm00001eb285920	DD
Zm00001eb224730	DD
Zm00001eb233700	DD
Zm00001eb268620	DD
Zm00001eb430140	DD
Zm00001eb208540	DD
Zm00001eb249890	DD
Zm00001eb338140	DD
Zm00001eb063470	DD
Zm00001eb430980	DD
Zm00001eb021670	DD
Zm00001eb130370	DD
Zm00001eb315530	DD
Zm00001eb166810	DD
Zm00001eb273430	DD
Zm00001eb261160	DD
Zm00001eb387180	DD
Zm00001eb160880	DD
Zm00001eb240060	DD
Zm00001eb404970	DD
Zm00001eb405230	DD
Zm00001eb001660	DD
Zm00001eb000910	DD
Zm00001eb130030	DD
Zm00001eb194570	DD
Zm00001eb002000	DD
Zm00001eb175130	DD
Zm00001eb138210	DD
Zm00001eb262580	DD
Zm00001eb409630	DD
Zm00001eb173670	DD
Zm00001eb180460	DD
Zm00001eb386090	DD
Zm00001eb176180	DD
Zm00001eb405320	DD
Zm00001eb038640	DD
Zm00001eb132780	DD
Zm00001eb087590	DD
Zm00001eb138420	DD
Zm00001eb219910	DD
Zm00001eb219920	DD
Zm00001eb227070	DD
Zm00001eb369970	DD
Zm00001eb285030	DD
Zm00001eb346150	DD
Zm00001eb057620	DD
Zm00001eb054220	DD
Zm00001eb352390	DD
Zm00001eb071380	DD
Zm00001eb055510	DD
Zm00001eb144310	DD
Zm00001eb008650	DD
Zm00001eb431400	DD
Zm00001eb087370	DD
Zm00001eb059440	DD
Zm00001eb005100	DD
Zm00001eb403450	DD
Zm00001eb066730	DD
Zm00001eb267930	DD
Zm00001eb311600	DD
Zm00001eb262910	DD
Zm00001eb051130	DD
Zm00001eb158710	DD
Zm00001eb074000	DD
Zm00001eb079690	DD
Zm00001eb135610	DD
Zm00001eb250850	DD
Zm00001eb353170	DD
Zm00001eb306820	DD
Zm00001eb040570	DD
Zm00001eb170590	DD
Zm00001eb400740	DD
Zm00001eb224280	DD
Zm00001eb353080	DD
Zm00001eb002740	DD
Zm00001eb120220	DD
Zm00001eb196740	DD
Zm00001eb112840	DD
Zm00001eb135190	DD
Zm00001eb208590	DD
Zm00001eb360890	DD
Zm00001eb199450	DD
Zm00001eb163010	DD
Zm00001eb359060	DD
Zm00001eb206070	DD
Zm00001eb029210	DD
Zm00001eb196270	DD
Zm00001eb232720	DD
Zm00001eb045280	DD
Zm00001eb378040	DD
Zm00001eb098240	DD
Zm00001eb339100	DD
Zm00001eb393560	DD
Zm00001eb285870	DD
Zm00001eb122730	DD
Zm00001eb072520	DD
Zm00001eb222580	DD
Zm00001eb336150	DD
Zm00001eb114780	DD
Zm00001eb433570	DD
Zm00001eb367010	DD
Zm00001eb329710	DD
Zm00001eb202090	DD
Zm00001eb183240	DD
Zm00001eb229980	DD
Zm00001eb002070	DD
Zm00001eb036670	DD
Zm00001eb152510	DD
Zm00001eb240660	DD
Zm00001eb023290	DD
Zm00001eb157220	DD
Zm00001eb153390	DD
Zm00001eb157200	DD
Zm00001eb157230	DD
Zm00001eb423630	DD
Zm00001eb423620	DD
Zm00001eb295360	DD
Zm00001eb227530	DD
Zm00001eb261370	DD
Zm00001eb109920	DD
Zm00001eb223360	DD
Zm00001eb374490	DD
Zm00001eb062790	DD
Zm00001eb393230	DD
Zm00001eb344570	DD
Zm00001eb023990	DD
Zm00001eb112880	DD
Zm00001eb117090	DD
Zm00001eb286420	DD
Zm00001eb414410	DD
Zm00001eb014140	DD
Zm00001eb346950	DD
Zm00001eb283600	DD
Zm00001eb038460	DD
Zm00001eb040850	DD
Zm00001eb365130	DD
Zm00001eb165430	DD
Zm00001eb176640	DD
Zm00001eb159890	DD
Zm00001eb086790	DD
Zm00001eb153890	DD
Zm00001eb066360	DD
Zm00001eb221340	DD
Zm00001eb111440	DD
Zm00001eb342450	DD
Zm00001eb418450	DD
Zm00001eb041440	DD
Zm00001eb098470	DD
Zm00001eb023820	DD
Zm00001eb182590	DD
Zm00001eb256350	DD
Zm00001eb284720	DD
Zm00001eb154450	DD
Zm00001eb127360	DD
Zm00001eb021900	DD
Zm00001eb096290	DD
Zm00001eb047630	DD
Zm00001eb259440	DD
Zm00001eb226760	DD
Zm00001eb229920	DD
Zm00001eb137750	DD
Zm00001eb302610	DD
Zm00001eb302600	DD
Zm00001eb032860	DD
Zm00001eb044170	DD
Zm00001eb404110	DD
Zm00001eb056280	DD
Zm00001eb257320	DD
Zm00001eb201510	DD
Zm00001eb357980	DD
Zm00001eb117970	DD
Zm00001eb056630	DD
Zm00001eb301290	DD
Zm00001eb217790	DD
Zm00001eb088840	DD
Zm00001eb338070	DD
Zm00001eb168820	DD
Zm00001eb254030	DD
Zm00001eb287810	DD
Zm00001eb149060	DD
Zm00001eb037750	DD
Zm00001eb347000	DD
Zm00001eb317650	DD
Zm00001eb379540	DD
Zm00001eb001790	DD
Zm00001eb369590	DD
Zm00001eb231510	DD
Zm00001eb282040	DD
Zm00001eb283290	DD
Zm00001eb203550	DD
Zm00001eb278340	DD
Zm00001eb112450	DD
Zm00001eb115740	DD
Zm00001eb302240	DD
Zm00001eb257180	DD
Zm00001eb302230	DD
Zm00001eb215460	DD
Zm00001eb171070	DD
Zm00001eb140100	DD
Zm00001eb431650	DD
Zm00001eb362110	DD
Zm00001eb398140	DD
Zm00001eb106480	DD
Zm00001eb120270	DD
Zm00001eb264230	DD
Zm00001eb419970	DD
Zm00001eb029000	DD
Zm00001eb260780	DD
Zm00001eb411010	DD
Zm00001eb134000	DD
Zm00001eb116430	DD
Zm00001eb003390	DD
Zm00001eb065180	DD
Zm00001eb133680	DD
Zm00001eb244820	DD
Zm00001eb197460	DD
Zm00001eb336190	DD
Zm00001eb325060	DD
Zm00001eb078540	DD
Zm00001eb259760	DD
Zm00001eb142410	DD
Zm00001eb233990	DD
Zm00001eb356120	DD
Zm00001eb310460	DD
Zm00001eb405050	DD
Zm00001eb141610	DD
Zm00001eb423500	DD
Zm00001eb365120	DD
Zm00001eb423490	DD
Zm00001eb302970	DD
Zm00001eb134830	DD
Zm00001eb412570	DD
Zm00001eb242970	DD
Zm00001eb347220	DD
Zm00001eb122080	DD
Zm00001eb204160	DD
Zm00001eb365780	DD
Zm00001eb228440	DD
Zm00001eb181110	DD
Zm00001eb325490	DD
Zm00001eb304970	DD
Zm00001eb087610	DD
Zm00001eb320710	DD
Zm00001eb044020	DD
Zm00001eb272440	DD
Zm00001eb352290	DD
